country,coverage,measure,year,month,passengers
ISL,TOTAL,PAS_BRD,2012,M05,210210
ITA,TOTAL,PAS_BRD,2012,M05,10487934
LTU,TOTAL,PAS_BRD,2012,M05,285306
LUX,TOTAL,PAS_BRD,2012,M05,164146
LVA,TOTAL,PAS_BRD,2012,M05,425041
MNE,TOTAL,PAS_BRD,2012,M05,
MKD,TOTAL,PAS_BRD,2012,M05,
MLT,TOTAL,PAS_BRD,2012,M05,344254
NLD,TOTAL,PAS_BRD,2012,M05,5062858
NOR,TOTAL,PAS_BRD,2012,M05,3116591
POL,TOTAL,PAS_BRD,2012,M05,2094434
PRT,TOTAL,PAS_BRD,2012,M05,2497691
ROU,TOTAL,PAS_BRD,2012,M05,851970
RS,TOTAL,PAS_BRD,2012,M05,
SWE,TOTAL,PAS_BRD,2012,M05,2822639
SVN,TOTAL,PAS_BRD,2012,M05,100190
SVK,TOTAL,PAS_BRD,2012,M05,111662
TUR,TOTAL,PAS_BRD,2012,M05,8948793
GBR,TOTAL,PAS_BRD,2012,M05,17823788
AUT,INTL,PAS_BRD,2012,M04,2101356
BEL,INTL,PAS_BRD,2012,M04,2248866
BGR,INTL,PAS_BRD,2012,M04,302436
CHE,INTL,PAS_BRD,2012,M04,3637608
CYP,INTL,PAS_BRD,2012,M04,560619
CZE,INTL,PAS_BRD,2012,M04,934002
DEU,INTL,PAS_BRD,2012,M04,12743540
DNK,INTL,PAS_BRD,2012,M04,2000266
EST,INTL,PAS_BRD,2012,M04,189570
GRC,INTL,PAS_BRD,2012,M04,1300368
ESP,INTL,PAS_BRD,2012,M04,10452163
FIN,INTL,PAS_BRD,2012,M04,1139108
FRA,INTL,PAS_BRD,2012,M04,8962249
HRV,INTL,PAS_BRD,2012,M04,294175
HUN,INTL,PAS_BRD,2012,M04,709210
IRL,INTL,PAS_BRD,2012,M04,1959059
ISL,INTL,PAS_BRD,2012,M04,180249
ITA,INTL,PAS_BRD,2012,M04,7448704
LTU,INTL,PAS_BRD,2012,M04,246901
LUX,INTL,PAS_BRD,2012,M04,161561
LVA,INTL,PAS_BRD,2012,M04,397554
MNE,INTL,PAS_BRD,2012,M04,
MKD,INTL,PAS_BRD,2012,M04,
MLT,INTL,PAS_BRD,2012,M04,304198
NLD,INTL,PAS_BRD,2012,M04,4589975
NOR,INTL,PAS_BRD,2012,M04,1524681
POL,INTL,PAS_BRD,2012,M04,1617384
PRT,INTL,PAS_BRD,2012,M04,2164909
ROU,INTL,PAS_BRD,2012,M04,760512
RS,INTL,PAS_BRD,2012,M04,
SWE,INTL,PAS_BRD,2012,M04,1918886
SVN,INTL,PAS_BRD,2012,M04,93078
SVK,INTL,PAS_BRD,2012,M04,98092
TUR,INTL,PAS_BRD,2012,M04,4548907
GBR,INTL,PAS_BRD,2012,M04,14833952
AUT,"NAT",PAS_BRD,2012,M04,51967
BEL,"NAT",PAS_BRD,2012,M04,3215
BGR,"NAT",PAS_BRD,2012,M04,16459
CHE,"NAT",PAS_BRD,2012,M04,55374
CYP,"NAT",PAS_BRD,2012,M04,1
CZE,"NAT",PAS_BRD,2012,M04,10447
DEU,"NAT",PAS_BRD,2012,M04,1940546
DNK,"NAT",PAS_BRD,2012,M04,174557
EST,"NAT",PAS_BRD,2012,M04,2086
GRC,"NAT",PAS_BRD,2012,M04,465099
ESP,"NAT",PAS_BRD,2012,M04,2804341
FIN,"NAT",PAS_BRD,2012,M04,252833
FRA,"NAT",PAS_BRD,2012,M04,2414513
HRV,"NAT",PAS_BRD,2012,M04,42841
HUN,"NAT",PAS_BRD,2012,M04,0
IRL,"NAT",PAS_BRD,2012,M04,4824
ISL,"NAT",PAS_BRD,2012,M04,0
ITA,"NAT",PAS_BRD,2012,M04,2607578
LTU,"NAT",PAS_BRD,2012,M04,4
LUX,"NAT",PAS_BRD,2012,M04,4
LVA,"NAT",PAS_BRD,2012,M04,0
MNE,"NAT",PAS_BRD,2012,M04,
MKD,"NAT",PAS_BRD,2012,M04,
MLT,"NAT",PAS_BRD,2012,M04,72
NLD,"NAT",PAS_BRD,2012,M04,1084
NOR,"NAT",PAS_BRD,2012,M04,1176760
POL,"NAT",PAS_BRD,2012,M04,176721
PRT,"NAT",PAS_BRD,2012,M04,237287
ROU,"NAT",PAS_BRD,2012,M04,56505
RS,"NAT",PAS_BRD,2012,M04,
SWE,"NAT",PAS_BRD,2012,M04,610447
SVN,"NAT",PAS_BRD,2012,M04,0
SVK,"NAT",PAS_BRD,2012,M04,2731
TUR,"NAT",PAS_BRD,2012,M04,2678424
GBR,"NAT",PAS_BRD,2012,M04,1762357
AUT,TOTAL,PAS_BRD,2012,M04,2153323
BEL,TOTAL,PAS_BRD,2012,M04,2252081
BGR,TOTAL,PAS_BRD,2012,M04,318895
CHE,TOTAL,PAS_BRD,2012,M04,3692982
CYP,TOTAL,PAS_BRD,2012,M04,560620
CZE,TOTAL,PAS_BRD,2012,M04,944449
DEU,TOTAL,PAS_BRD,2012,M04,14684086
DNK,TOTAL,PAS_BRD,2012,M04,2174823
EST,TOTAL,PAS_BRD,2012,M04,191656
GRC,TOTAL,PAS_BRD,2012,M04,1765467
ESP,TOTAL,PAS_BRD,2012,M04,13256504
FIN,TOTAL,PAS_BRD,2012,M04,1391941
FRA,TOTAL,PAS_BRD,2012,M04,11376762
HRV,TOTAL,PAS_BRD,2012,M04,337016
HUN,TOTAL,PAS_BRD,2012,M04,709210
IRL,TOTAL,PAS_BRD,2012,M04,1963883
ISL,TOTAL,PAS_BRD,2012,M04,180249
ITA,TOTAL,PAS_BRD,2012,M04,10056282
LTU,TOTAL,PAS_BRD,2012,M04,246905
LUX,TOTAL,PAS_BRD,2012,M04,161565
LVA,TOTAL,PAS_BRD,2012,M04,397554
MNE,TOTAL,PAS_BRD,2012,M04,
MKD,TOTAL,PAS_BRD,2012,M04,
MLT,TOTAL,PAS_BRD,2012,M04,304270
NLD,TOTAL,PAS_BRD,2012,M04,4591059
NOR,TOTAL,PAS_BRD,2012,M04,2701441
POL,TOTAL,PAS_BRD,2012,M04,1794105
PRT,TOTAL,PAS_BRD,2012,M04,2402196
ROU,TOTAL,PAS_BRD,2012,M04,817017
RS,TOTAL,PAS_BRD,2012,M04,
SWE,TOTAL,PAS_BRD,2012,M04,2529333
SVN,TOTAL,PAS_BRD,2012,M04,93078
SVK,TOTAL,PAS_BRD,2012,M04,100823
TUR,TOTAL,PAS_BRD,2012,M04,7227331
GBR,TOTAL,PAS_BRD,2012,M04,16596309
AUT,INTL,PAS_BRD,2012,M03,2080028
BEL,INTL,PAS_BRD,2012,M03,1925076
BGR,INTL,PAS_BRD,2012,M03,273194
CHE,INTL,PAS_BRD,2012,M03,3572533
CYP,INTL,PAS_BRD,2012,M03,326936
CZE,INTL,PAS_BRD,2012,M03,821070
DEU,INTL,PAS_BRD,2012,M03,11646376
DNK,INTL,PAS_BRD,2012,M03,1946387
EST,INTL,PAS_BRD,2012,M03,161535
GRC,INTL,PAS_BRD,2012,M03,679811
ESP,INTL,PAS_BRD,2012,M03,8693982
FIN,INTL,PAS_BRD,2012,M03,1113184
FRA,INTL,PAS_BRD,2012,M03,7700219
HRV,INTL,PAS_BRD,2012,M03,155588
HUN,INTL,PAS_BRD,2012,M03,575200
IRL,INTL,PAS_BRD,2012,M03,1729871
ISL,INTL,PAS_BRD,2012,M03,148868
ITA,INTL,PAS_BRD,2012,M03,6142652
LTU,INTL,PAS_BRD,2012,M03,225391
LUX,INTL,PAS_BRD,2012,M03,135979
LVA,INTL,PAS_BRD,2012,M03,347065
MNE,INTL,PAS_BRD,2012,M03,
MKD,INTL,PAS_BRD,2012,M03,
MLT,INTL,PAS_BRD,2012,M03,222042
NLD,INTL,PAS_BRD,2012,M03,4198404
NOR,INTL,PAS_BRD,2012,M03,1488110
POL,INTL,PAS_BRD,2012,M03,1375710
PRT,INTL,PAS_BRD,2012,M03,1703241
ROU,INTL,PAS_BRD,2012,M03,628583
RS,INTL,PAS_BRD,2012,M03,
SWE,INTL,PAS_BRD,2012,M03,1791494
SVN,INTL,PAS_BRD,2012,M03,82513
SVK,INTL,PAS_BRD,2012,M03,83118
TUR,INTL,PAS_BRD,2012,M03,3570580
GBR,INTL,PAS_BRD,2012,M03,13336783
AUT,"NAT",PAS_BRD,2012,M03,63730
BEL,"NAT",PAS_BRD,2012,M03,4323
BGR,"NAT",PAS_BRD,2012,M03,15195
CHE,"NAT",PAS_BRD,2012,M03,59654
CYP,"NAT",PAS_BRD,2012,M03,0
CZE,"NAT",PAS_BRD,2012,M03,12444
DEU,"NAT",PAS_BRD,2012,M03,2153554
DNK,"NAT",PAS_BRD,2012,M03,197429
EST,"NAT",PAS_BRD,2012,M03,2038
GRC,"NAT",PAS_BRD,2012,M03,379392
ESP,"NAT",PAS_BRD,2012,M03,2733702
FIN,"NAT",PAS_BRD,2012,M03,327882
FRA,"NAT",PAS_BRD,2012,M03,2329752
HRV,"NAT",PAS_BRD,2012,M03,32507
HUN,"NAT",PAS_BRD,2012,M03,0
IRL,"NAT",PAS_BRD,2012,M03,3917
ISL,"NAT",PAS_BRD,2012,M03,0
ITA,"NAT",PAS_BRD,2012,M03,2363151
LTU,"NAT",PAS_BRD,2012,M03,5
LUX,"NAT",PAS_BRD,2012,M03,167
LVA,"NAT",PAS_BRD,2012,M03,0
MNE,"NAT",PAS_BRD,2012,M03,
MKD,"NAT",PAS_BRD,2012,M03,
MLT,"NAT",PAS_BRD,2012,M03,0
NLD,"NAT",PAS_BRD,2012,M03,525
NOR,"NAT",PAS_BRD,2012,M03,1365638
POL,"NAT",PAS_BRD,2012,M03,114791
PRT,"NAT",PAS_BRD,2012,M03,187697
ROU,"NAT",PAS_BRD,2012,M03,64457
RS,"NAT",PAS_BRD,2012,M03,
SWE,"NAT",PAS_BRD,2012,M03,682887
SVN,"NAT",PAS_BRD,2012,M03,0
SVK,"NAT",PAS_BRD,2012,M03,2699
TUR,"NAT",PAS_BRD,2012,M03,2431278
GBR,"NAT",PAS_BRD,2012,M03,1752087
AUT,TOTAL,PAS_BRD,2012,M03,2143758
BEL,TOTAL,PAS_BRD,2012,M03,1929399
BGR,TOTAL,PAS_BRD,2012,M03,288389
CHE,TOTAL,PAS_BRD,2012,M03,3632187
CYP,TOTAL,PAS_BRD,2012,M03,326936
CZE,TOTAL,PAS_BRD,2012,M03,833514
DEU,TOTAL,PAS_BRD,2012,M03,13799930
DNK,TOTAL,PAS_BRD,2012,M03,2143816
EST,TOTAL,PAS_BRD,2012,M03,163573
GRC,TOTAL,PAS_BRD,2012,M03,1059203
ESP,TOTAL,PAS_BRD,2012,M03,11427684
FIN,TOTAL,PAS_BRD,2012,M03,1441066
FRA,TOTAL,PAS_BRD,2012,M03,10029971
HRV,TOTAL,PAS_BRD,2012,M03,188095
HUN,TOTAL,PAS_BRD,2012,M03,575200
IRL,TOTAL,PAS_BRD,2012,M03,1733788
ISL,TOTAL,PAS_BRD,2012,M03,148868
ITA,TOTAL,PAS_BRD,2012,M03,8505803
LTU,TOTAL,PAS_BRD,2012,M03,225396
LUX,TOTAL,PAS_BRD,2012,M03,136146
LVA,TOTAL,PAS_BRD,2012,M03,347065
MNE,TOTAL,PAS_BRD,2012,M03,
MKD,TOTAL,PAS_BRD,2012,M03,
MLT,TOTAL,PAS_BRD,2012,M03,222042
NLD,TOTAL,PAS_BRD,2012,M03,4198929
NOR,TOTAL,PAS_BRD,2012,M03,2853748
POL,TOTAL,PAS_BRD,2012,M03,1490501
PRT,TOTAL,PAS_BRD,2012,M03,1890938
ROU,TOTAL,PAS_BRD,2012,M03,693040
RS,TOTAL,PAS_BRD,2012,M03,
SWE,TOTAL,PAS_BRD,2012,M03,2474381
SVN,TOTAL,PAS_BRD,2012,M03,82513
SVK,TOTAL,PAS_BRD,2012,M03,85817
TUR,TOTAL,PAS_BRD,2012,M03,6001858
GBR,TOTAL,PAS_BRD,2012,M03,15088870
AUT,INTL,PAS_BRD,2012,M02,1762437
BEL,INTL,PAS_BRD,2012,M02,1608234
BGR,INTL,PAS_BRD,2012,M02,242736
CHE,INTL,PAS_BRD,2012,M02,3095733
CYP,INTL,PAS_BRD,2012,M02,254788
CZE,INTL,PAS_BRD,2012,M02,633103
DEU,INTL,PAS_BRD,2012,M02,9273242
DNK,INTL,PAS_BRD,2012,M02,1651903
EST,INTL,PAS_BRD,2012,M02,124190
GRC,INTL,PAS_BRD,2012,M02,535124
ESP,INTL,PAS_BRD,2012,M02,6950860
FIN,INTL,PAS_BRD,2012,M02,979777
FRA,INTL,PAS_BRD,2012,M02,6402982
HRV,INTL,PAS_BRD,2012,M02,108715
HUN,INTL,PAS_BRD,2012,M02,419823
IRL,INTL,PAS_BRD,2012,M02,1418273
ISL,INTL,PAS_BRD,2012,M02,118212
ITA,INTL,PAS_BRD,2012,M02,4795101
LTU,INTL,PAS_BRD,2012,M02,191838
LUX,INTL,PAS_BRD,2012,M02,113532
LVA,INTL,PAS_BRD,2012,M02,286244
MNE,INTL,PAS_BRD,2012,M02,
MKD,INTL,PAS_BRD,2012,M02,
MLT,INTL,PAS_BRD,2012,M02,169689
NLD,INTL,PAS_BRD,2012,M02,3571948
NOR,INTL,PAS_BRD,2012,M02,1263406
POL,INTL,PAS_BRD,2012,M02,1190815
PRT,INTL,PAS_BRD,2012,M02,1380599
ROU,INTL,PAS_BRD,2012,M02,500269
RS,INTL,PAS_BRD,2012,M02,
SWE,INTL,PAS_BRD,2012,M02,1526571
SVN,INTL,PAS_BRD,2012,M02,68804
SVK,INTL,PAS_BRD,2012,M02,67676
TUR,INTL,PAS_BRD,2012,M02,2704210
GBR,INTL,PAS_BRD,2012,M02,11236723
AUT,"NAT",PAS_BRD,2012,M02,56097
BEL,"NAT",PAS_BRD,2012,M02,2634
BGR,"NAT",PAS_BRD,2012,M02,5792
CHE,"NAT",PAS_BRD,2012,M02,45345
CYP,"NAT",PAS_BRD,2012,M02,0
CZE,"NAT",PAS_BRD,2012,M02,9881
DEU,"NAT",PAS_BRD,2012,M02,1823127
DNK,"NAT",PAS_BRD,2012,M02,170344
EST,"NAT",PAS_BRD,2012,M02,1614
GRC,"NAT",PAS_BRD,2012,M02,320898
ESP,"NAT",PAS_BRD,2012,M02,2328923
FIN,"NAT",PAS_BRD,2012,M02,275148
FRA,"NAT",PAS_BRD,2012,M02,1999014
HRV,"NAT",PAS_BRD,2012,M02,24303
HUN,"NAT",PAS_BRD,2012,M02,0
IRL,"NAT",PAS_BRD,2012,M02,4150
ISL,"NAT",PAS_BRD,2012,M02,0
ITA,"NAT",PAS_BRD,2012,M02,1940706
LTU,"NAT",PAS_BRD,2012,M02,0
LUX,"NAT",PAS_BRD,2012,M02,40
LVA,"NAT",PAS_BRD,2012,M02,47
MNE,"NAT",PAS_BRD,2012,M02,
MKD,"NAT",PAS_BRD,2012,M02,
MLT,"NAT",PAS_BRD,2012,M02,112
NLD,"NAT",PAS_BRD,2012,M02,1016
NOR,"NAT",PAS_BRD,2012,M02,1196298
POL,"NAT",PAS_BRD,2012,M02,95678
PRT,"NAT",PAS_BRD,2012,M02,155313
ROU,"NAT",PAS_BRD,2012,M02,47714
RS,"NAT",PAS_BRD,2012,M02,
SWE,"NAT",PAS_BRD,2012,M02,586111
SVN,"NAT",PAS_BRD,2012,M02,0
SVK,"NAT",PAS_BRD,2012,M02,2249
TUR,"NAT",PAS_BRD,2012,M02,2180239
GBR,"NAT",PAS_BRD,2012,M02,1546222
AUT,TOTAL,PAS_BRD,2012,M02,1818534
BEL,TOTAL,PAS_BRD,2012,M02,1610868
BGR,TOTAL,PAS_BRD,2012,M02,248528
CHE,TOTAL,PAS_BRD,2012,M02,3141078
CYP,TOTAL,PAS_BRD,2012,M02,254788
CZE,TOTAL,PAS_BRD,2012,M02,642984
DEU,TOTAL,PAS_BRD,2012,M02,11096369
DNK,TOTAL,PAS_BRD,2012,M02,1822247
EST,TOTAL,PAS_BRD,2012,M02,125804
GRC,TOTAL,PAS_BRD,2012,M02,856022
ESP,TOTAL,PAS_BRD,2012,M02,9279783
FIN,TOTAL,PAS_BRD,2012,M02,1254925
FRA,TOTAL,PAS_BRD,2012,M02,8401996
HRV,TOTAL,PAS_BRD,2012,M02,133018
HUN,TOTAL,PAS_BRD,2012,M02,419823
IRL,TOTAL,PAS_BRD,2012,M02,1422423
ISL,TOTAL,PAS_BRD,2012,M02,118212
ITA,TOTAL,PAS_BRD,2012,M02,6735807
LTU,TOTAL,PAS_BRD,2012,M02,191838
LUX,TOTAL,PAS_BRD,2012,M02,113572
LVA,TOTAL,PAS_BRD,2012,M02,286291
MNE,TOTAL,PAS_BRD,2012,M02,
MKD,TOTAL,PAS_BRD,2012,M02,
MLT,TOTAL,PAS_BRD,2012,M02,169801
NLD,TOTAL,PAS_BRD,2012,M02,3572964
NOR,TOTAL,PAS_BRD,2012,M02,2459704
POL,TOTAL,PAS_BRD,2012,M02,1286493
PRT,TOTAL,PAS_BRD,2012,M02,1535912
ROU,TOTAL,PAS_BRD,2012,M02,547983
RS,TOTAL,PAS_BRD,2012,M02,
SWE,TOTAL,PAS_BRD,2012,M02,2112682
SVN,TOTAL,PAS_BRD,2012,M02,68804
SVK,TOTAL,PAS_BRD,2012,M02,69925
TUR,TOTAL,PAS_BRD,2012,M02,4884449
GBR,TOTAL,PAS_BRD,2012,M02,12782945
AUT,INTL,PAS_BRD,2012,M01,1756786
BEL,INTL,PAS_BRD,2012,M01,1559108
BGR,INTL,PAS_BRD,2012,M01,271580
CHE,INTL,PAS_BRD,2012,M01,3102012
CYP,INTL,PAS_BRD,2012,M01,264784
CZE,INTL,PAS_BRD,2012,M01,687961
DEU,INTL,PAS_BRD,2012,M01,9690527
DNK,INTL,PAS_BRD,2012,M01,1601096
EST,INTL,PAS_BRD,2012,M01,131759
GRC,INTL,PAS_BRD,2012,M01,636267
ESP,INTL,PAS_BRD,2012,M01,6998652
FIN,INTL,PAS_BRD,2012,M01,1012072
FRA,INTL,PAS_BRD,2012,M01,6679575
HRV,INTL,PAS_BRD,2012,M01,125777
HUN,INTL,PAS_BRD,2012,M01,564581
IRL,INTL,PAS_BRD,2012,M01,1379413
ISL,INTL,PAS_BRD,2012,M01,115617
ITA,INTL,PAS_BRD,2012,M01,5356880
LTU,INTL,PAS_BRD,2012,M01,208235
LUX,INTL,PAS_BRD,2012,M01,105219
LVA,INTL,PAS_BRD,2012,M01,317790
MNE,INTL,PAS_BRD,2012,M01,
MKD,INTL,PAS_BRD,2012,M01,
MLT,INTL,PAS_BRD,2012,M01,165969
NLD,INTL,PAS_BRD,2012,M01,3693304
NOR,INTL,PAS_BRD,2012,M01,1166019
POL,INTL,PAS_BRD,2012,M01,1246140
PRT,INTL,PAS_BRD,2012,M01,1402402
ROU,INTL,PAS_BRD,2012,M01,618642
RS,INTL,PAS_BRD,2012,M01,
SWE,INTL,PAS_BRD,2012,M01,1549019
SVN,INTL,PAS_BRD,2012,M01,66780
SVK,INTL,PAS_BRD,2012,M01,69634
TUR,INTL,PAS_BRD,2012,M01,2702228
GBR,INTL,PAS_BRD,2012,M01,11405101
AUT,"NAT",PAS_BRD,2012,M01,54013
BEL,"NAT",PAS_BRD,2012,M01,1581
BGR,"NAT",PAS_BRD,2012,M01,5422
CHE,"NAT",PAS_BRD,2012,M01,50709
CYP,"NAT",PAS_BRD,2012,M01,0
CZE,"NAT",PAS_BRD,2012,M01,6641
DEU,"NAT",PAS_BRD,2012,M01,1788392
DNK,"NAT",PAS_BRD,2012,M01,175013
EST,"NAT",PAS_BRD,2012,M01,1514
GRC,"NAT",PAS_BRD,2012,M01,334873
ESP,"NAT",PAS_BRD,2012,M01,2354671
FIN,"NAT",PAS_BRD,2012,M01,249325
FRA,"NAT",PAS_BRD,2012,M01,2130049
HRV,"NAT",PAS_BRD,2012,M01,27324
HUN,"NAT",PAS_BRD,2012,M01,0
IRL,"NAT",PAS_BRD,2012,M01,3175
ISL,"NAT",PAS_BRD,2012,M01,0
ITA,"NAT",PAS_BRD,2012,M01,2142273
LTU,"NAT",PAS_BRD,2012,M01,0
LUX,"NAT",PAS_BRD,2012,M01,0
LVA,"NAT",PAS_BRD,2012,M01,0
MNE,"NAT",PAS_BRD,2012,M01,
MKD,"NAT",PAS_BRD,2012,M01,
MLT,"NAT",PAS_BRD,2012,M01,0
NLD,"NAT",PAS_BRD,2012,M01,689
NOR,"NAT",PAS_BRD,2012,M01,1133289
POL,"NAT",PAS_BRD,2012,M01,91808
PRT,"NAT",PAS_BRD,2012,M01,177259
ROU,"NAT",PAS_BRD,2012,M01,46277
RS,"NAT",PAS_BRD,2012,M01,
SWE,"NAT",PAS_BRD,2012,M01,528880
SVN,"NAT",PAS_BRD,2012,M01,0
SVK,"NAT",PAS_BRD,2012,M01,2123
TUR,"NAT",PAS_BRD,2012,M01,2401608
GBR,"NAT",PAS_BRD,2012,M01,1424265
AUT,TOTAL,PAS_BRD,2012,M01,1810799
BEL,TOTAL,PAS_BRD,2012,M01,1560689
BGR,TOTAL,PAS_BRD,2012,M01,277002
CHE,TOTAL,PAS_BRD,2012,M01,3152721
CYP,TOTAL,PAS_BRD,2012,M01,264784
CZE,TOTAL,PAS_BRD,2012,M01,694602
DEU,TOTAL,PAS_BRD,2012,M01,11478919
DNK,TOTAL,PAS_BRD,2012,M01,1776109
EST,TOTAL,PAS_BRD,2012,M01,133273
GRC,TOTAL,PAS_BRD,2012,M01,971140
ESP,TOTAL,PAS_BRD,2012,M01,9353323
FIN,TOTAL,PAS_BRD,2012,M01,1261397
FRA,TOTAL,PAS_BRD,2012,M01,8809624
HRV,TOTAL,PAS_BRD,2012,M01,153101
HUN,TOTAL,PAS_BRD,2012,M01,564581
IRL,TOTAL,PAS_BRD,2012,M01,1382588
ISL,TOTAL,PAS_BRD,2012,M01,115617
ITA,TOTAL,PAS_BRD,2012,M01,7499153
LTU,TOTAL,PAS_BRD,2012,M01,208235
LUX,TOTAL,PAS_BRD,2012,M01,105219
LVA,TOTAL,PAS_BRD,2012,M01,317790
MNE,TOTAL,PAS_BRD,2012,M01,
MKD,TOTAL,PAS_BRD,2012,M01,
MLT,TOTAL,PAS_BRD,2012,M01,165969
NLD,TOTAL,PAS_BRD,2012,M01,3693993
NOR,TOTAL,PAS_BRD,2012,M01,2299308
POL,TOTAL,PAS_BRD,2012,M01,1337948
PRT,TOTAL,PAS_BRD,2012,M01,1579661
ROU,TOTAL,PAS_BRD,2012,M01,664919
RS,TOTAL,PAS_BRD,2012,M01,
SWE,TOTAL,PAS_BRD,2012,M01,2077899
SVN,TOTAL,PAS_BRD,2012,M01,66780
SVK,TOTAL,PAS_BRD,2012,M01,71757
TUR,TOTAL,PAS_BRD,2012,M01,5103836
GBR,TOTAL,PAS_BRD,2012,M01,12829366
AUT,INTL,PAS_BRD,2011,M12,1801249
BEL,INTL,PAS_BRD,2011,M12,1693338
BGR,INTL,PAS_BRD,2011,M12,267869
CHE,INTL,PAS_BRD,2011,M12,3139049
CYP,INTL,PAS_BRD,2011,M12,287289
CZE,INTL,PAS_BRD,2011,M12,781581
DEU,INTL,PAS_BRD,2011,M12,10259922
DNK,INTL,PAS_BRD,2011,M12,1588430
EST,INTL,PAS_BRD,2011,M12,140762
GRC,INTL,PAS_BRD,2011,M12,704224
ESP,INTL,PAS_BRD,2011,M12,7308101
FIN,INTL,PAS_BRD,2011,M12,1073453
FRA,INTL,PAS_BRD,2011,M12,7079681
HRV,INTL,PAS_BRD,2011,M12,134401
HUN,INTL,PAS_BRD,2011,M12,628919
IRL,INTL,PAS_BRD,2011,M12,1501866
ISL,INTL,PAS_BRD,2011,M12,126885
ITA,INTL,PAS_BRD,2011,M12,5374458
LTU,INTL,PAS_BRD,2011,M12,216795
LUX,INTL,PAS_BRD,2011,M12,121719
LVA,INTL,PAS_BRD,2011,M12,337201
MNE,INTL,PAS_BRD,2011,M12,
MKD,INTL,PAS_BRD,2011,M12,
MLT,INTL,PAS_BRD,2011,M12,173524
NLD,INTL,PAS_BRD,2011,M12,3794551
NOR,INTL,PAS_BRD,2011,M12,1209701
POL,INTL,PAS_BRD,2011,M12,1283818
PRT,INTL,PAS_BRD,2011,M12,1463776
ROU,INTL,PAS_BRD,2011,M12,646717
RS,INTL,PAS_BRD,2011,M12,
SWE,INTL,PAS_BRD,2011,M12,1597367
SVN,INTL,PAS_BRD,2011,M12,72153
SVK,INTL,PAS_BRD,2011,M12,76117
TUR,INTL,PAS_BRD,2011,M12,
GBR,INTL,PAS_BRD,2011,M12,12136060
AUT,"NAT",PAS_BRD,2011,M12,47835
BEL,"NAT",PAS_BRD,2011,M12,1447
BGR,"NAT",PAS_BRD,2011,M12,6643
CHE,"NAT",PAS_BRD,2011,M12,52764
CYP,"NAT",PAS_BRD,2011,M12,0
CZE,"NAT",PAS_BRD,2011,M12,6514
DEU,"NAT",PAS_BRD,2011,M12,1929526
DNK,"NAT",PAS_BRD,2011,M12,172773
EST,"NAT",PAS_BRD,2011,M12,1980
GRC,"NAT",PAS_BRD,2011,M12,355459
ESP,"NAT",PAS_BRD,2011,M12,2676338
FIN,"NAT",PAS_BRD,2011,M12,252321
FRA,"NAT",PAS_BRD,2011,M12,2310921
HRV,"NAT",PAS_BRD,2011,M12,29827
HUN,"NAT",PAS_BRD,2011,M12,0
IRL,"NAT",PAS_BRD,2011,M12,5158
ISL,"NAT",PAS_BRD,2011,M12,0
ITA,"NAT",PAS_BRD,2011,M12,2430867
LTU,"NAT",PAS_BRD,2011,M12,8
LUX,"NAT",PAS_BRD,2011,M12,217
LVA,"NAT",PAS_BRD,2011,M12,16
MNE,"NAT",PAS_BRD,2011,M12,
MKD,"NAT",PAS_BRD,2011,M12,
MLT,"NAT",PAS_BRD,2011,M12,20
NLD,"NAT",PAS_BRD,2011,M12,63
NOR,"NAT",PAS_BRD,2011,M12,1088514
POL,"NAT",PAS_BRD,2011,M12,97558
PRT,"NAT",PAS_BRD,2011,M12,173060
ROU,"NAT",PAS_BRD,2011,M12,50765
RS,"NAT",PAS_BRD,2011,M12,
SWE,"NAT",PAS_BRD,2011,M12,575244
SVN,"NAT",PAS_BRD,2011,M12,0
SVK,"NAT",PAS_BRD,2011,M12,2443
TUR,"NAT",PAS_BRD,2011,M12,
GBR,"NAT",PAS_BRD,2011,M12,1564510
AUT,TOTAL,PAS_BRD,2011,M12,1849084
BEL,TOTAL,PAS_BRD,2011,M12,1694785
BGR,TOTAL,PAS_BRD,2011,M12,274512
CHE,TOTAL,PAS_BRD,2011,M12,3191813
CYP,TOTAL,PAS_BRD,2011,M12,287289
CZE,TOTAL,PAS_BRD,2011,M12,788095
DEU,TOTAL,PAS_BRD,2011,M12,12189448
DNK,TOTAL,PAS_BRD,2011,M12,1761203
EST,TOTAL,PAS_BRD,2011,M12,142742
GRC,TOTAL,PAS_BRD,2011,M12,1059683
ESP,TOTAL,PAS_BRD,2011,M12,9984439
FIN,TOTAL,PAS_BRD,2011,M12,1325774
FRA,TOTAL,PAS_BRD,2011,M12,9390602
HRV,TOTAL,PAS_BRD,2011,M12,164228
HUN,TOTAL,PAS_BRD,2011,M12,628919
IRL,TOTAL,PAS_BRD,2011,M12,1507024
ISL,TOTAL,PAS_BRD,2011,M12,126885
ITA,TOTAL,PAS_BRD,2011,M12,7805325
LTU,TOTAL,PAS_BRD,2011,M12,216803
LUX,TOTAL,PAS_BRD,2011,M12,121936
LVA,TOTAL,PAS_BRD,2011,M12,337217
MNE,TOTAL,PAS_BRD,2011,M12,
MKD,TOTAL,PAS_BRD,2011,M12,
MLT,TOTAL,PAS_BRD,2011,M12,173544
NLD,TOTAL,PAS_BRD,2011,M12,3794614
NOR,TOTAL,PAS_BRD,2011,M12,2298215
POL,TOTAL,PAS_BRD,2011,M12,1381376
